word,reading,meaning,partOfSpeech
"飢 饉[きん]","飢 饉[きん]","饥荒；缺乏","名"
"僅か","わずか","一点点，稍微","ナ形・副"
"櫛[くし]","櫛[くし]","梳子","名"
"屑[くず]","屑[くず]","碎屑；废物","名"
"繋がり","つながり","接连；关联","名"
"繋げる；東日本に始まった比較的新しい言い方","つなげる","接上，连上","他動2"
"寄[よ]越す","寄[よ]越す","寄来，送来；交给，递给","他動1"
"塊り・固まり","塊","块；群体，集合","名"
"跨ぐ","またぐ","跨过，跨着走","自他動1"
"交ざる；（交） はとけ合わないまじり方に、（混） はとけあったまじり方に使う","混ざる","混杂，夹杂","自動1"
"交じる；（交）はとけ合わないまじり方に、（混）はとけあったまじり方に使う","混じる","混，杂","自動1"
"交替","交代","交替，替换","名・自他動3"
"忽ち","たちまち","马上，立即","副"
"跡","跡","痕迹；迹象；行踪；遗迹","名"
"挫ける","くじける","挫伤，扭伤；气馁，消沉","自動2"
"錆びる","さびる","生锈","自動2"
"散々","散々","狠狠地；狼狈不堪","ナ形・副"
"思いがけない","思いがけない","意外的，意想不到的","連語"
"縞[しま]","縞[しま]","条纹，格纹","名"
"斜[はす]","斜[はす]","斜，歪斜","名"
"出鱈目","でたらめ","胡言乱语，不着边际","名・ナ形"
"所謂","いわゆる","所谓的","連体"
"寝間着","寝巻き","睡衣","名"
"塵[ちり]紙","塵[ちり]紙","卫生纸，手纸","名"
"甚だしい","甚だしい","非常，很","イ形"
"精々","せいぜい","尽可能；至多，充其量","副"
"扇ぐ","扇ぐ","扇风，使起风","他動1"
"稍","やや","稍微，一点儿","副"
"相 槌[づち]","相 槌[づち]","随声附和，帮腔","名"
"青白い","青白い","青白色的；苍白的","イ形"
"続々","続々","继续，接连不断地","副"
"退ける","どける","挪开，移开，腾出地方","他動2"
"大雑把","大ざっぱ","粗枝大叶的；大概的","ナ形"
"おおよそ","おおよそ","大致，大体上","副・名"
"貯える；（貯） は「金（食糧）を貯える」などと使うが、今は（蓄） が一般的","蓄える","储存，积蓄","他動2"
"整う","整う","整齐，调整好","自動1"
"田圃","田んぼ","田地","名"
"当て嵌まる","当てはまる","符合条件，相匹配","自動1"
"当て嵌める","当てはめる","适用，使……符合","他動2"
"馴[な]れる","馴[な]れる","亲近，驯化","自動2・補動"
"入れ換える","入れ替える","更换，调换；洗心革面","他動2"
"寧ろ","むしろ","宁可，与其……不如……","副"
"覗[のぞ]く","覗[のぞ]く","窥视；露出；随意看看","自他動1"
"這う","はう","爬","自動1"
"卑 怯[きょう]","卑 怯[きょう]","卑鄙；懦弱，胆小","名・ナ形"
"物差し","物差し","尺子；标准，尺度","名"
"片寄る","偏る","不均衡；偏袒","自動1"
"飽くまで","あくまで","始终，彻底","副"
"無理矢理","無理やり","勉强，强迫","副"
"姪[めい]","姪[めい]","侄女，外甥女","名"
"儲かる","もうかる","赚钱；得便宜","自動1"
"儲ける","もうける","赚钱；捡便宜","他動2"
"厄介","厄介","麻烦，棘手；照料","名・ナ形"
"流行[はや]る","流行[はや]る","流行，时兴","自動1"
"蠟燭・蝋燭","ろうそく","蜡烛","名"
"凭れる","もたれる","倚靠；不消化","自動2"
"囁く","ささやく","小声说话，耳语；私下议论","他動1"
"拵える","こしらえる","做；筹集；装扮；捏造","他動2"
"炙る","あぶる","烧，烤；靠近火源以取暖","他動1"
"箒","ほうき","扫帚","名"
"茹でる","ゆでる","煮，烫；焯水","他動2"
"躓く","つまずく","绊倒，跌倒；受挫","自動1"
"軈て","やがて","不久","副"
"轢[ひ]く","轢[ひ]く","压，轧","他動1"
"銜[くわ]える","銜[くわ]える","衔，叼","他動2"
"頷く","うなずく","点头；首肯，理解","自動1"
"齧る","かじる","咬，啃；略懂一二","他動1"
"あらゆる","あらゆる","所有的，一切的","連体"
"うとうと","うとうと","迷迷糊糊，似睡非睡","副・自動3"
"うんと","うんと","很多地，大量地；非常，……得多","副"
"エチケット","エチケット","礼貌，礼仪","名"
"オーケストラ","オーケストラ","管弦乐，管弦乐团","名"
"カプセル","カプセル","胶囊；密封舱","名"
"からかう","からかう","嘲笑，戏弄","他動1"
"カリキュラム","カリキュラム","教育课程，教学计划","名"
"カルシウム","カルシウム","钙","名"
"キーホルダー","キーホルダー","钥匙扣","名"
"ぎっしり","ぎっしり","装得满满地，挤得满满地","副"
"ギャング","ギャング","暴力团，犯罪集团","名"
"ぐうぐう","ぐうぐう","熟睡貌；（肚子饿得）咕噜咕噜","副"
"くたくた","くたくた","疲惫不堪；（衣服、棉布等）磨损","副・ナ形"
"くよくよ","くよくよ","想不开，耿耿于怀","副・自動3"
"グランド","グランド","宏大，盛大","名"
"クリーナー","クリーナー","吸尘器；清洁剂","名"
"くるくる","くるくる","物体轻快旋转的样子；一层层，一圈圈；瞬息万变","副"
"ぐんぐん","ぐんぐん","猛地，突飞猛进状","副"
"ケア","ケア","照顾，护理；维修","他動3・名"
"コーラス","コーラス","合唱；合唱团","名"
"コック","コック","厨师，炊事员","名"
"こつこつ","こつこつ","（反复敲打硬物）咯噔咯噔；勤勤恳恳，孜孜不倦","副"
"コレクション","コレクション","收藏，藏品；时装发布会","名"
"ごろごろ","ごろごろ","大的重物滚动的声音；到处都是；无所事事；雷","副"
"コンクリート","コンクリート","混凝土","名"
"コンセント","コンセント","电源插口，插座","名"
"御無沙汰","御無沙汰","好久未见，久疏问候","名・自動3"
"サイレン","サイレン","汽笛，警笛","名"
"サプリメント","サプリメント","营养补充剂；附录","名"
"シール","シール","封印，封缄，（装饰用）贴纸","名"
"しつこい","しつこい","浓烈的；纠缠不休的","イ形"
"シンボル","シンボル","象征","名"
"すいすい","すいすい","顺畅地发展；流畅地前进","副"
"スタンド","スタンド","台，座；看台，观览席","名"
"スチュワーデス","スチュワーデス","空姐，空中乘务员","名"
"すっと","すっと","行动轻快地；舒畅","副・自動3"
"ステッキ","ステッキ","拐杖，手杖","名"
"すらすら","すらすら","流畅，流利；顺利","副"
"ずれる","ずれる","移动；偏离，离题","自動2"
"せっせと","せっせと","勤勤恳恳地，孜孜不倦地","副"
"せめて","せめて","至少，哪怕是……（也好）","副"
"セメント","セメント","水泥；堵牙用石膏","名"
"そそっかしい","そそっかしい","冒失，毛手毛脚","イ形"
"ダイヤル","ダイヤル","刻度盘，表盘；拨号盘","名"
"たっぷり","たっぷり","充足，足够；宽绰","副・自動3"
"ダム","ダム","水坝，水库","名"
"チャット","チャット","聊天","名"
"ディスク","ディスク","唱片；磁盘","名"
"テクニック","テクニック","技术，技巧","名"
"デモンストレーション","デモ","游行，示威","名"
"とっくに","とっくに","很早，早就","副"
"トレーニング","トレーニング","训练，锻炼","名・自動3"
"とんでもない","とんでもない","出乎意料的；岂有此理的","イ形"
"なだらか","なだらか","平稳，顺利；平缓","ナ形"
"ニート","ニート","既不就学，也不就业的年轻人；啃老族","名"
"ネットワーク","ネットワーク","网状组织；网络","名"
"ばったり","ばったり","突然倒下；意外相遇；突然中断","副"
"ハネムーン","ハネムーン","蜜月","名"
"バレエ","バレエ","芭蕾舞","名"
"ヒーター","ヒーター","电热器；取暖装置","名"
"ピストル","ピストル","手枪，短枪","名"
"ファスナー","ファスナー","拉链","名"
"ふざける","ふざける","开玩笑；愚弄","自動2"
"ホーム","プラットホーム","月台，站台","名"
"ぶら下げる","ぶら下げる","垂，拎；佩戴","他動2"
"フリーター","フリーター","靠打工维持生计的人","名"
"フリーダイヤル","フリーダイヤル","对方付费电话，免费电话","名"
"フレッシュ","フレッシュ","新鲜的","ナ形"
"ブローチ","ブローチ","别针，胸针","名"
"ベテラン","ベテラン","老手，经验丰富的人","名"
"へとへと","へとへと","筋疲力尽","ナ形"
"ヘリコプター","ヘリコプター","直升机","名"
"ペンキ","ペンキ","油漆","名"
"ぼうっと","ぼうっと","朦胧，模糊；发呆，出神","副・自動3"
"ぼろぼろ","ぼろぼろ","粒状物不断落下；破烂不堪","副①・ナ形⓪"
"ぼんやり","ぼんやり","模糊，不清楚；发呆","副・自動3"
"マイペース","マイペース","适合自己的速度、进度；我行我素","ナ形・名"
"まごまご","まごまご","张皇失措，手忙脚乱；闲逛","副・自動3"
"マスター","マスター","老板；硕士；掌握","他動3・名"
"みっともない","みっともない","难看的，丢脸，不体面的","イ形"
"めっきり","めっきり","显著，明显","副"
"モーター","モーター","马达，发动机；车","名"
"若しかしたら","もしかしたら","或许，可能","副"
"モダン","モダン","现代的，流行的","ナ形"
"ゆったり","ゆったり","舒畅；有余裕，宽敞","副・自動3"
"ライバル","ライバル","竞争对手，情敌","名"
"ラケット","ラケット","球拍","名"
"リスク","リスク","危险，风险","名"
"リストラ","リストラ","裁员","他動3・名"
"リズム","リズム","节奏，拍子；韵律","名"
"リラックス","リラックス","放松，松弛","名・自動3"
"レーンコート","レインコート","雨衣","名"
"レジャー","レジャー","余暇，空闲；休闲娱乐","名"
"レンズ","レンズ","透镜，镜片","名"
"ローン","ローン","贷款","名"
"悪魔","悪魔","恶魔，魔鬼","名"
"扱う","扱う","对待；处理，应对；操作","他動1"
"安易","安易","容易的；随便的","ナ形・名"
"依頼","依頼","请求，委托；依靠","名・自他動3"
"慰める","慰める","安慰；慰问","他動2"
"異なる","異なる","不同","自動1"
"維持","維持","维持，维护","名・他動3"
"衣食住","衣食住","吃穿住","名"
"衣服","衣服","衣服","名"
"井戸","井戸","井","名"
"一家","一家","一户人家；全家，一家人","名"
"一行","一行","一行","名"
"一旦","いったん","暂时；一旦","副"
"一致","一致","一致，相符；团结","名・自動3"
"一通り","一通り","粗略；（不）普通；一套","名・副"
"一定","一定","一定，某种程度；稳定","名・自他動3"
"稲","稲","稻子","名"
"引き算","引き算","减法","名・他動3"
"引き止める","引き止める","劝阻，挽留","他動2"
"引き分け","引き分け","平局","名"
"引き返す","引き返す","返回，退回","自動1"
"「引っかかる」も多い","引っ掛かる","挂住，卡住；受骗；牵连","自動1"
"「引っかける」も多い","引っ掛ける","挂；溅上；欺骗","他動2"
"引っ繰り返る","ひっくり返る","翻；颠倒","自動1"
"引っ込む","引っ込む","隐退；缩进","自動1"
"引用","引用","引用，借用","名・他動3"
"飲酒","飲酒","饮酒","名・自動3"
"運河","運河","运河","名"
"永遠","永遠","永远；永存","名・ナ形"
"永久","永久","永久，永远","名・ナ形"
"英和","英和","英国和日本；英语和日语","名"
"円周","円周","圆周","名"
"園芸","園芸","园艺，园林栽培","名"
"延長","延長","延长；延续","名・他動3"
"演劇","演劇","演剧，戏剧","名"
"演説","演説","演讲，演说","名・自動3"
"炎","炎","火焰；怒火，妒火","名"
"煙突","煙突","烟囱","名"
"塩分","塩分","盐分","名"
"屋外","屋外","室外，户外","名"
"恩","恩","恩，恩惠","名"
"温室","温室","温室，暖房","名"
"温帯","温帯","温带","名"
"温暖","温暖","温暖，气候暖和","名・ナ形"
"下町","下町","城市中位于低洼地带，商业和工业繁荣的地区","名"
"仮定","仮定","假定，假设","名・他動3"
"仮名遣い","仮名遣い","假名的用法","名"
"加わる","加わる","增加；加入","自動1"
"加減","加減","加减，调节；状况","名・他動3・接尾"
"加熱","加熱","加热","名・他動3"
"家主","家主","户主，一家之主；房东","名"
"架空","架空","架空；虚构","名"
"火口","火口","火山口，喷火口","名"
"花嫁","花嫁","新娘","名"
"課税","課税","课税，征税","名・自動3"
"課程","課程","课程","名"
"過失","過失","过失","名"
"過剰","過剰","过剩，过多","名・ナ形"
"過半数","過半数","过半数，超过一半","名"
"解雇","解雇","解雇","名・他動3"
"解散","解散","解散；解体","名・自他動3"
"解釈","解釈","理解；解释","名・他動3"
"回転","回転","转动；周转","名・自動3"
"回答","回答","回答，答复","名・自他動3"
"快晴","快晴","天空晴朗，大晴天","名"
"快適","快適","舒适，惬意的","ナ形"
"改めて","改めて","再，另外；重新","副"
"改札","改札","检票","名・自動3"
"絵の具","絵の具","绘画颜料","名"
"絵画","絵画","绘画","名"
"開会","開会","开会","名・自他動3"
"外交","外交","外交","名"
"街角","街角","街角，街头","名"
"垣根","垣根","栅栏；墙角；障碍（物）","名"
"各自","各自","各自","名"
"拡充","拡充","扩充；扩张","名・他動3"
"殻","殻","壳，外皮；独自的空间","名"
"確実","確実","确定，确凿","ナ形・名"
"確率","確率","概率；可能性","名"
"学会","学会","学会，学术会议","名"
"割と","割と","比较地；意外地","副"
"活気","活気","活力，生机","名"
"活躍","活躍","活跃，大显身手","名・自動3"
"活用","活用","有效利用；词尾变化，活用","名・自他動3"
"活力","活力","活力，生机","名"
"釜","釜","锅，饭锅","名"
"勘","勘","直觉，第六感","名"
"勘違い","勘違い","误会","名・自動3"
"感激","感激","感动，激动","名・自動3"
"感心","感心","钦佩，佩服","ナ形・名・自動3"
"観測","観測","观测；观察","名・他動3"
"鑑賞","鑑賞","鉴赏，欣赏","名・他動3"
"関連","関連","关联，相关","名・自動3"
"願望","願望","愿望","他動3・名"
"危うい","危うい","危险的；危急的","イ形"
"器具","器具","器具，用具；器械","名"
"基づく","基づく","根据；起因于","自動1"
"基準","基準","基准，标准","名"
"基地","基地","基地，根据地","名"
"奇妙","奇妙","奇怪的；奇妙的，不可思议的","ナ形"
"機関","機関","机关，组织；机械，装置","名"
"機能","機能","机能，功能","名・自動3"
"気圧","気圧","气压","名"
"気味","気味","（心身所受的）感触；心情，情绪","名"
"貴重","貴重","贵重，宝贵","ナ形"
"議会","議会","议会","名"
"議長","議長","主持人；主席，议长","名"
"詰まる","詰まる","堵塞；塞满","自動1"
"逆さ","逆さ","相反，颠倒","名・ナ形"
"逆様","逆さま","颠倒，相反","名・ナ形"
"休業","休業","停业，歇业","名・自動3"
"休息","休息","休息，放松","名・自動3"
"休養","休養","休养","名・自動3"
"吸収","吸収","吸收；引进","名・他動3"
"急激","急激","急剧的","ナ形"
"救う","救う","救助；解救，拯救","他動1"
"救助","救助","救助，拯救","名・他動3"
"求人","求人","招聘，招工","名・自他動3"
"給与","給与","薪酬；给予","名・他動3"
"去る","去る","离开；消失；消除","自他動1"
"漁業","漁業","渔业","名"
"漁師","漁師","渔民，渔夫","名"
"供給","供給","供给，供应","名・他動3"
"競馬","競馬","赛马，跑马","名"
"共に","共に","一起，共同；同时","副"
"境界","境界","边界；分界线，边缘","名"
"強気","強気","逞强，强硬","名・ナ形"
"強力","強力","强有力；高效","名・ナ形"
"恐怖","恐怖","恐惧，恐慌","名・自他動3"
"教養","教養","教养","名"
"狂う","狂う","精神失常；出毛病；弄乱；热衷于……","自動1"
"響く","響く","响；回响；影响","自動1"
"極","極","极其，非常","副"
"勤め","勤め","工作，干活","名"
"筋","筋","线条；肌肉；道理；情节；……条","名"
"金庫","金庫","金库，保险柜","名"
"金銭","金銭","金钱，货币","名"
"句読点","句読点","标点符号","名"
"区域","区域","区域，范围","名"
"区分","区分","分割，划分","名・他動3"
"苦痛","苦痛","痛苦，苦恼","名"
"空想","空想","空想，虚构","名・他動3"
"空中","空中","空中，太空中","名"
"群れ","群れ","（动物、人的）群，伙","名"
"「片向く」の意","傾く","倾斜；倾向于……","自動1"
"刑事","刑事","刑警；刑事","名"
"型","型","形状；模型；样式；（老）规矩","名"
"恵まれる","恵まれる","被赋予；富有","自動2"
"掲示","掲示","布告，告示","名・他動3"
"敬う","敬う","尊敬，敬重","他動1"
"系統","系統","系统，体系","名"
"警告","警告","警告","名・他動3"
"芸能","芸能","技艺，文艺；文娱","名"
"劇","劇","戏剧；剧烈","名"
"劇場","劇場","剧场，戏院；电影院","名"
"桁","桁","……位数","名・接尾"
"欠点","欠点","缺点","名"
"結論","結論","结论，结果","名・自他動3"
"血圧","血圧","血压","名"
"兼ねる","兼ねる","兼具，兼任；（かねる）难以，办不到","他動2"
"憲法","憲法","宪法","名"
"権利","権利","权利","名"
"県庁","県庁","县厅，县政府","名"
"見回る","見回る","巡逻，巡视","自他動1"
"見慣れる","見慣れる","看惯，司空见惯","自動2"
"見事","見事","漂亮；巧妙","ナ形・副"
"見出し","見出し","标题；目录，索引","名"
"見本","見本","样品；榜样","名"
"原産","原産","原产","名"
"原理","原理","原理","名"
"厳重","厳重","严重，严格，严厉","ナ形"
"現場","現場","现场；基层","名"
"言い表す","言い表す","用语言表达","他動1"
"言い付ける","言いつける","吩咐；告发","他動2"
"託ける","言付ける","带口信","他動2"
"限る","限る","限于，限制；（「…に限る」の形で）只限……；最好","自他動1"
"限界","限界","极限，界限","名"
"限度","限度","限度，界限","名"
"呼び掛ける","呼びかける","打招呼；呼吁，号召","他動2"
"呼び出す","呼び出す","叫来；叫出去，邀请","他動1"
"戸棚","戸棚","橱，柜","名"
"娯楽","娯楽","娱乐","名"
"後[のち]","後[のち]","后，以后；将来","名"
"後者","後者","后者；后世的人","名"
"御中","御中","（写在收信人名旁边）公启，用于公函","名"
"語学","語学","外语；语言学","名"
"誤り","誤り","错误，失误","名"
"候補","候補","候补，候选人","名"
"光景","光景","情景，场面","名"
"公衆","公衆","公众，群众","名"
"公表","公表","公布，宣布","名・他動3"
"公務","公務","公务，公事","名"
"口実","口実","借口；理由","名"
"工員","工員","工人，工厂员工","名"
"工芸","工芸","工艺，工艺制作","名"
"工夫","工夫","设法；动脑筋","名・他動3"
"広々","広々","宽敞，辽阔","副・自動3"
"更ける","更ける","（秋意）浓；夜深","自動2"
"校舎","校舎","校舍，教学楼","名"
"校庭","校庭","校园","名"
"構う","構う","管，在意；调戏，逗弄","自他動1"
"構成","構成","构成","名・他動3"
"構造","構造","构造，结构","名"
"耕地","耕地","耕地","名"
"行方","行方","去向，下落；前途","名"
"講演","講演","演讲，演说","名・自他動3"
"高層","高層","高空；高层","名"
"合同","合同","联合，合并","ナ形・名・自他動3"
"合流","合流","合流，合并","名・自動3"
"克服","克服","克服","名・他動3"
"国境","国境","国境，国界","名"
"穀物","穀物","谷物，粮食","名"
"今にも","今にも","眼看，就要","副"
"混合","混合","混合，混在一起","名・自他動3"
"紺","紺","深蓝色；藏蓝色","名"
"差別","差別","区分；歧视","名・他動3"
"砂漠","砂漠","沙漠","名"
"座布団","座布団","坐垫","名"
"催促","催促","催促，催讨，催逼","名・他動3"
"再三","再三","再三","副"
"塞ぐ","塞ぐ","堵，填；捂住，堵住；堵，挡；占","他動1"
"採る","採る","采；录用","他動1"
"砕く","砕く","打碎；挫败；煞费苦心","他動1"
"際","際","时候，之际","名"
"在学","在学","在学，在校","名・自動3"
"材木","材木","木材","名"
"作曲","作曲","作曲，谱曲","名・自他動3"
"作物","作物","农作物，庄稼","名"
"索引","索引","索引","名"
"擦れ違う","擦れ違う","走岔，擦肩而过；产生分歧","自動1"
"札","札","纸币，钞票","名"
"雑音","雑音","杂音，噪声；闲话，风言风语","名"
"三日月","三日月","新月��月牙","名"
"山林","山林","山林","名"
"散らす","散らす","散布，撒开；消肿","他動1"
"算盤","算盤","算盘；计算；利害得失","名"
"酸素","酸素","氧气","名"
"刺激","刺激","刺激","名・他動3"
"四つ角","四つ角","四角；十字路口","名"
"姿勢","姿勢","姿势；态度，姿态","名"
"子孫","子孫","子孙，后代","名"
"思い切り","思い切り","断念，死心；尽情地，痛快地","名・副"
"思い付く","思いつく","忽然想出，想起","他動1"
"思想","思想","思想，想法","名"
"支配","支配","支配；制约，左右","名・他動3"
"支払い","支払い","支付，付款","名"
"死体","死体","尸体","名"
"私鉄","私鉄","私铁，民营铁路","名"
"至急","至急","火急，火速","名・副"
"資本","資本","资本","名"
"事態","事態","事态，局势","名"
"児童","児童","儿童","名"
"持ち出す","持ち出す","拿出去；提出；分担一部分费用","他動1"
"持ち上げる","持ち上げる","举起；奉承","他動2"
"持参","持参","带来，带去","他動3・名"
"次ぐ","次ぐ","继……之后；次于，亚于","自動1"
"次第","次第","顺序；情况，缘由","名"
"磁石","磁石","磁铁；指南针","名"
"自ら","自ら","自己；亲自","名・副"
"湿気","湿気","湿气，潮气","名"
"実施","実施","施行；举行","名・他動3"
"実物","実物","实物","名"
"実例","実例","实例，实际的例子","名"
"芝居","芝居","戏剧；演技；花招","名・自動3"
"煮える","煮える","煮，煮熟","自動2"
"社説","社説","（报纸、杂志等的）社论，社评","名"
"車道","車道","车道","名"
"若々しい","若々しい","年纪轻的，充满朝气的","イ形"
"主義","主義","主义，原则","名"
"主力","主力","主力","名"
"取り上げる","取り上げる","拿起；采纳；没收","他動2"
"取り入れる","取り入れる","收进；引进；收获","他動2"
"手間","手間","工夫，劳力和时间","名"
"手首","手首","手腕","名"
"手拭い","手拭い","手巾","名"
"酒場","酒場","酒馆，酒吧","名"
"受け持つ","受け持つ","担任，负责","他動1"
"受賞","受賞","获奖，得奖","名・他動3"
"需要","需要","需要；需求","名"
"収める","収める","收纳；取得","他動2"
"収穫","収穫","收成；收获","名・他動3"
"周囲","周囲","周围","名"
"修正","修正","修正；改正；订正","名・他動3"
"習字","習字","习字，练字","名"
"集会","集会","集会","名・自動3"
"集金","集金","收钱，收来的钱款","名・自他動3"
"重体","重体","病危，垂危","名"
"重役","重役","重要角色，要职；董事，监事","名"
"重力","重力","重力，万有引力","名"
"銃","銃","枪","名"
"宿","宿","住处；住宿地；旅馆","名"
"熟語","熟語","复合词；惯用语，成语","名"
"出来上がり","出来上がり","完成；完成情况","名"
"述語","述語","谓语","名"
"瞬間","瞬間","瞬间","名"
"循環","循環","循环","名・自動3"
"純情","純情","纯情，纯洁","名・ナ形"
"順々","順々","按顺序，依次","副"
"初歩","初歩","初学，入门","名"
"書斎","書斎","书斋，书房","名"
"書物","書物","书籍，图书","名"
"書留","書留","挂号，挂号信","名"
"学校教育法の改正によって平成19年（2007）4月より准教授となった","助教授","副教授","名"
"助手","助手","助手","名"
"女王","女王","女王；女子冠军","名"
"女優","女優","女演员，女艺人","名"
"徐々に","徐々に","慢慢地，逐步地","副"
"除く","除く","消除，铲除；除去，除外","他動1"
"勝ち","勝ち","赢，胜利","名"
"商人","商人","商人，从事买卖的人","名"
"将棋","将棋","将棋","名"
"少量","少量","少量","名"
"「聞く」「受ける」「承知する」の謙譲語；「受け」＋「賜る」意","承る","聆听；接受","他動1"
"承認","承認","批准；承认","名・他動3"
"招く","招く","招待，邀请；招致；招呼","他動1"
"消化","消化","消化，吸收；理解，掌握","名・他動3"
"消毒","消毒","消毒，杀菌","名・他動3"
"消防","消防","消防","名"
"焦がす","焦がす","烧焦，烤煳；使……焦急","他動1"
"焦点","焦点","焦点，中心","名"
"照らす","照らす","照亮，照射；（…に照らして）对比，参照","他動1"
"照る","照る","照，照耀；晴天","自動1"
"省エネルギー","省エネ","节省能源","名"
"省略","省略","省略，从简","名・他動3"
"賞金","賞金","赏钱，奖金","名"
"賞品","賞品","奖品","名"
"障害","障害","障碍；毛病，故障，残疾","名"
"障子","障子","日式拉门，隔扇","名"
"上下","上下","上下；上下颠倒","名・自他動3"
"上京","上京","从地方去东京","名・自動3"
"乗り越し","乗り越し","坐过站","名・自動3"
"城","城","城郭，城堡","名"
"植木","植木","（庭院里）栽种的树；盆栽","名"
"職人","職人","工匠，手工艺人；行家","名"
"色付く","色づく","（树叶）变红；（果实）渐熟","自動1"
"食塩","食塩","食用盐","名"
"食糧","食糧","（主食等）食物，粮食","名"
"寝台","寝台","床铺，卧铺","名"
"審判","審判","审判；裁判","名・他動3"
"心身","心身","身心","名"
"心得る","心得る","体会，理解；熟悉，懂得","他動2"
"振り向く","振り向く","回头看；留意","自動1"
"申し訳","申し訳","申辩，辩解","名"
"申請","申請","申请","名・他動3"
"真っ先","真っ先","最先","ナ形・名"
"真剣","真剣","做事认真，一丝不苟","名・ナ形"
"神経","神経","神经；感觉，感受","名"
"神話","神話","神话","名"
"芯","芯","芯；核心，中心","名"
"診る","診る","诊查","他動2"
"身体","身体","身体，躯体","名"
"人見知り","人見知り","认生，怕生","名・自動3"
"人種","人種","人种，种族","名"
"人通り","人通り","来往的行人","名"
"人命","人命","人的性命","名"
"人類","人類","人类","名"
"図鑑","図鑑","图鉴","名"
"図形","図形","图形，图示","名"
"図書","図書","图书，书籍","名"
"吹雪","吹雪","暴风雪","名"
"垂直","垂直","垂直","名・ナ形"
"推薦","推薦","推荐，推举","名・他動3"
"推定","推定","推断；设想；估计","名・他動3"
"水準","水準","水准，水平","名"
"水筒","水筒","水筒，水壶","名"
"水平線","水平線","水平线；地平线","名"
"水面","水面","水面","名"
"炊事","炊事","做饭","名・自動3"
"杉","杉","杉树","名"
"寸法","寸法","尺寸；计划","名"
"瀬戸物","瀬戸物","陶瓷器的通称","名"
"成分","成分","成分，构成物","名"
"整備","整備","维修，整修；完善；配备","名・他動3"
"正味","正味","实质内容；净重；真货；实价","名"
"正門","正門","正门，前门","名"
"清書","清書","誊清，抄写清楚","名・他動3"
"清掃","清掃","清扫，打扫","名・他動3"
"盛り","盛り","鼎盛时期；壮年","名"
"西暦","西暦","阳历，公历","名"
"誓う","誓う","发誓，宣誓","他動1"
"請求","請求","请求，要求","名・他動3"
"静まる","静まる","静下来；平静","自動1"
"税関","税関","海关","名"
"赤道","赤道","赤道","名"
"接する","接する","毗邻；接触；接待","自他動3"
"接近","接近","接近；靠近","名・自動3"
"接続","接続","接续，连接","名・自他動3"
"説","説","观点，看法；学说","名"
"先端","先端","先端，顶端；最前沿","名"
"占う","占う","占卜，算卦","他動1"
"専制","専制","专制，独裁","名"
"専念","専念","专心致志，全身心","名・自動3"
"栓","栓","塞子；栓","名"
"煎る","煎る","炒，煎","他動1"
"羨む","羨む","羡慕，嫉妒","他動1"
"銭湯","銭湯","澡堂，公共浴池","名"
"前者","前者","前者","名"
"前進","前進","前进，进步","名・自動3"
"全集","全集","全集","名"
"全般","全般","全体，总体","名"
"狙う","狙う","瞄准；以……为目标","他動1"
"素質","素質","素质；资质，天分","名"
"素人","素人","外行，业余爱好者","名"
"組織","組織","组织，组成","名・他動3"
"訴える","訴える","起诉；申诉，诉说","他動2"
"遡る","遡る","逆流而上；追溯","自動1"
"双子","双子","孪生，双胞胎","名"
"早々","早々","尽早地，赶紧；急急忙忙","副・名"
"早口","早口","说话快，嘴快","名"
"相違","相違","差异，不同","名・自動3"
"相互","相互","相互；轮流，交替","名"
"相続","相続","继承，承袭","名・他動3"
"相当","相当","相符合，相当于；相当，非常","ナ形・副・名・自動3"
"装置","装置","装置；安装","名・他動3"
"増す","増す","增加，提高","自他動1"
"増減","増減","增减","名・自他動3"
"造船","造船","造船","名・自動3"
"束","束","束，捆，把","名・接尾"
"測定","測定","（重量、长度、速度、体积等）测定，测量","名・他動3"
"足跡","足跡","脚印；踪迹；成就","名"
"属する","属する","属于","自動3"
"続出","続出","接连发生","名・自動3"
"尊重","尊重","尊重","名・他動3"
"損害","損害","损害，损失","名"
"損得","損得","得失，盈亏","名"
"太鼓","太鼓","鼓，大鼓","名"
"妥当","妥当","妥善，稳妥","名・ナ形・自動3"
"打ち消す","打ち消す","否定；打消","他動1"
"体温","体温","体温","名"
"体制","体制","体制","名"
"対立","対立","对立，冲突","名・自動3"
"貸間","貸間","出租的房间","名"
"逮捕","逮捕","逮捕；刑事拘留","名・他動3"
"代理","代理","代理","名・他動3"
"科白","台詞[せりふ]","台词；说法","名"
"大層","大層","非常；夸张","副・ナ形"
"大半","大半","大半，大部分","名"
"大物","大物","大人物","名"
"題名","題名","题目，标题","名"
"達する","達する","到达；达到，达成","自他動3"
"単なる","単なる","仅仅，只是","連体"
"単純","単純","单纯，简单；天真","名・ナ形"
"担ぐ","担ぐ","扛；拥戴；骗，耍弄","他動1"
"探る","探る","摸；试探，侦查；探访","他動1"
"炭鉱","炭鉱","煤矿，矿山","名"
"短編","短編","短篇；短篇小说","名"
"誕生","誕生","诞生；开始，成立","名・自動3"
"値下がり","値下がり","降价，价格下跌","名・自動3"
"知らず知らず","知らず知らず","不知不觉地，无意识当中","副"
"知恵","知恵","智慧，聪明才智","名"
"知事","知事","知事（日本统辖和代表都、道、府、县的长官）","名"
"地位","地位","地位，身份","名"
